ID,Name,StartDate,EndDate,ParentTaskID,Cost,Priority,Progress,ProjectID,ActualStartDate,ActualEndDate,Status,Duration,AssigneeID,Trade,CreateDate
1,final,2021-09-07,2021-09-21,,1301.0,Critical,0,1,,,Not Started,13,1,6,2024-05-16
2,practice,2021-09-22,2021-09-24,1.0,735.0,Normal,0,1,,,Not Started,3,1,3,2024-05-16
3,product,2021-09-25,2021-10-02,2.0,825.0,Normal,0,1,,,Not Started,7,1,2,2024-05-16
4,reason,2021-10-02,2021-10-07,3.0,966.0,Normal,0,1,,,Not Started,5,1,4,2024-05-16
5,type,2021-10-09,2021-10-12,4.0,699.0,Normal,0,1,,,Not Started,3,1,2,2024-05-16
6,play,2021-10-14,2021-10-16,5.0,512.0,Normal,0,1,,,Not Started,3,1,2,2024-05-16
7,I,2021-10-18,2021-10-23,6.0,426.0,Normal,0,1,,,Not Started,6,1,1,2024-05-16
8,early,2021-10-25,2021-10-26,7.0,675.0,Normal,0,1,,,Not Started,2,1,2,2024-05-16
9,issue,2021-10-28,2021-11-02,8.0,208.0,Normal,0,1,,,Not Started,5,1,1,2024-05-16
10,six,2021-11-04,2021-11-12,9.0,827.0,Normal,0,1,,,Not Started,8,1,2,2024-05-16
11,owner,2021-11-14,2021-11-19,10.0,493.0,Normal,0,1,,,Not Started,6,1,1,2024-05-16
12,forget,2021-11-19,2021-11-22,11.0,440.0,Normal,0,1,,,Not Started,3,1,1,2024-05-16
13,Mrs,2021-11-22,2021-11-27,12.0,677.0,Normal,0,1,,,Not Started,6,1,4,2024-05-16
14,structure,2021-11-29,2021-12-07,13.0,236.0,Normal,0,1,,,Not Started,8,1,2,2024-05-16
15,past,2021-12-07,2021-12-09,14.0,437.0,Normal,0,1,,,Not Started,3,1,1,2024-05-16
16,imagine,2021-12-10,2021-12-13,15.0,206.0,Normal,0,1,,,Not Started,3,1,2,2024-05-16
17,food,2021-12-13,2021-12-17,16.0,604.0,Normal,0,1,,,Not Started,5,1,4,2024-05-16
18,catch,2021-12-18,2021-12-23,17.0,713.0,Normal,0,1,,,Not Started,5,1,3,2024-05-16
19,relate,2021-12-24,2021-12-31,18.0,306.0,Normal,0,1,,,Not Started,7,1,1,2024-05-16
20,happen,2022-01-02,2022-01-03,19.0,615.0,Normal,0,1,,,Not Started,2,1,3,2024-05-16
21,involve,2022-01-04,2022-01-11,20.0,330.0,Normal,0,1,,,Not Started,7,1,3,2024-05-16
22,boy,2022-01-12,2022-01-17,21.0,822.0,Normal,0,1,,,Not Started,5,1,3,2024-05-16
23,memory,2022-01-17,2022-01-25,22.0,417.0,Normal,0,1,,,Not Started,8,1,1,2024-05-16
24,hour,2022-01-27,2022-02-04,23.0,809.0,Normal,0,1,,,Not Started,8,1,4,2024-05-16
25,key,2022-02-04,2022-02-08,24.0,615.0,Normal,0,1,,,Not Started,4,1,3,2024-05-16
26,campaign,2022-02-10,2022-02-14,25.0,662.0,Normal,0,1,,,Not Started,4,1,3,2024-05-16
27,challenge,2022-02-16,2022-02-23,26.0,528.0,Normal,0,1,,,Not Started,7,1,2,2024-05-16
28,suddenly,2022-02-24,2022-03-03,27.0,597.0,Normal,0,1,,,Not Started,7,1,1,2024-05-16
29,floor,2022-03-03,2022-03-07,28.0,528.0,Normal,0,1,,,Not Started,4,1,1,2024-05-16
30,take,2022-03-08,2022-03-12,29.0,364.0,Normal,0,1,,,Not Started,5,1,1,2024-05-16
31,side,2022-03-13,2022-03-19,30.0,315.0,Normal,0,1,,,Not Started,7,1,2,2024-05-16
32,TV,2022-03-21,2022-03-29,31.0,231.0,Normal,0,1,,,Not Started,8,1,3,2024-05-16
33,represent,2022-03-30,2022-04-06,32.0,532.0,Normal,0,1,,,Not Started,7,1,2,2024-05-16
34,song,2022-04-07,2022-04-13,33.0,501.0,Normal,0,1,,,Not Started,6,1,1,2024-05-16
35,like,2022-04-15,2022-04-21,34.0,413.0,Normal,0,1,,,Not Started,6,1,1,2024-05-16
36,short,2022-04-22,2022-04-25,35.0,662.0,Normal,0,1,,,Not Started,3,1,2,2024-05-16
37,prove,2022-04-27,2022-05-05,36.0,550.0,Normal,0,1,,,Not Started,8,1,4,2024-05-16
38,tough,2022-05-07,2022-05-13,37.0,985.0,Normal,0,1,,,Not Started,6,1,2,2024-05-16
