ID,Name,StartDate,EndDate,ParentTaskID,Cost,Priority,Progress,ProjectID,ActualStartDate,ActualEndDate,Status,Duration,AssigneeID,Trade,CreateDate
1,action,2020-01-29,2020-02-19,,1331.0,Critical,0,1,,,Not Started,19,1,4,2024-05-16
2,yes,2020-02-20,2020-02-22,1.0,377.0,Normal,0,1,,,Not Started,3,1,4,2024-05-16
3,week,2020-02-23,2020-02-28,2.0,738.0,Normal,0,1,,,Not Started,6,1,4,2024-05-16
4,hold,2020-02-28,2020-03-07,3.0,739.0,Normal,0,1,,,Not Started,8,1,4,2024-05-16
5,own,2020-03-09,2020-03-10,4.0,314.0,Normal,0,1,,,Not Started,2,1,3,2024-05-16
6,her,2020-03-11,2020-03-12,5.0,512.0,Normal,0,1,,,Not Started,2,1,2,2024-05-16
7,wrong,2020-03-12,2020-03-16,6.0,855.0,Normal,0,1,,,Not Started,4,1,1,2024-05-16
8,much,2020-03-18,2020-03-25,7.0,343.0,Normal,0,1,,,Not Started,7,1,1,2024-05-16
9,well,2020-03-26,2020-04-02,8.0,800.0,Normal,0,1,,,Not Started,7,1,4,2024-05-16
10,month,2020-04-04,2020-04-07,9.0,745.0,Normal,0,1,,,Not Started,3,1,1,2024-05-16
11,building,2020-04-08,2020-04-14,10.0,919.0,Normal,0,1,,,Not Started,6,1,1,2024-05-16
12,next,2020-04-16,2020-04-20,11.0,761.0,Normal,0,1,,,Not Started,4,1,1,2024-05-16
13,force,2020-04-21,2020-04-29,12.0,485.0,Normal,0,1,,,Not Started,8,1,1,2024-05-16
14,themselves,2020-04-30,2020-05-04,13.0,362.0,Normal,0,1,,,Not Started,4,1,2,2024-05-16
15,kind,2020-05-04,2020-05-11,14.0,446.0,Normal,0,1,,,Not Started,7,1,2,2024-05-16
16,throughout,2020-05-13,2020-05-21,15.0,605.0,Normal,0,1,,,Not Started,8,1,3,2024-05-16
17,seem,2020-05-22,2020-05-23,16.0,405.0,Normal,0,1,,,Not Started,2,1,2,2024-05-16
18,thousand,2020-05-23,2020-05-25,17.0,262.0,Normal,0,1,,,Not Started,2,1,4,2024-05-16
19,relationship,2020-05-27,2020-05-30,18.0,842.0,Normal,0,1,,,Not Started,4,1,2,2024-05-16
20,north,2020-05-30,2020-06-01,19.0,922.0,Normal,0,1,,,Not Started,2,1,2,2024-05-16
21,affect,2020-06-02,2020-06-09,20.0,362.0,Normal,0,1,,,Not Started,7,1,4,2024-05-16
22,remember,2020-06-11,2020-06-15,21.0,729.0,Normal,0,1,,,Not Started,4,1,3,2024-05-16
23,tend,2020-06-16,2020-06-19,22.0,393.0,Normal,0,1,,,Not Started,4,1,4,2024-05-16
24,fund,2020-06-21,2020-06-25,23.0,334.0,Normal,0,1,,,Not Started,5,1,3,2024-05-16
25,but,2020-06-25,2020-06-26,24.0,538.0,Normal,0,1,,,Not Started,2,1,3,2024-05-16
26,type,2020-06-27,2020-06-30,25.0,375.0,Normal,0,1,,,Not Started,3,1,3,2024-05-16
27,consider,2020-07-02,2020-07-08,26.0,980.0,Normal,0,1,,,Not Started,6,1,3,2024-05-16
28,dark,2020-07-10,2020-07-14,27.0,422.0,Normal,0,1,,,Not Started,4,1,4,2024-05-16
29,participant,2020-07-15,2020-07-21,28.0,911.0,Normal,0,1,,,Not Started,6,1,4,2024-05-16
30,situation,2020-07-21,2020-07-24,29.0,999.0,Normal,0,1,,,Not Started,4,1,1,2024-05-16
31,third,2020-07-25,2020-08-03,30.0,803.0,Normal,0,1,,,Not Started,8,1,2,2024-05-16
32,including,2020-08-03,2020-08-04,31.0,989.0,Normal,0,1,,,Not Started,2,1,4,2024-05-16
33,range,2020-08-04,2020-08-10,32.0,423.0,Normal,0,1,,,Not Started,6,1,3,2024-05-16
