datetime,Temperature,RainProb,WindSpeed,HeavyWeather
2012-01-01,21.611111111111114,0.0,18.346476,0
2012-01-02,23.166666666666668,100.0,23.174496,1
2012-01-03,25.833333333333332,0.0,20.599552000000003,0
2012-01-04,22.555555555555554,0.0,23.013562,0
2012-01-05,20.0,100.0,31.38213,1
2012-01-06,17.666666666666668,0.0,27.680647999999998,0
2012-01-07,18.944444444444443,0.0,25.910374,0
2012-01-08,21.555555555555557,100.0,29.450922000000002,1
2012-01-09,18.944444444444443,100.0,31.38213,1
2012-01-10,16.666666666666668,0.0,34.439876,0
2012-01-11,13.777777777777777,100.0,42.164708,1
2012-01-12,13.0,100.0,22.369826,1
2012-01-13,16.5,0.0,26.715044000000002,0
2012-01-14,17.22222222222222,100.0,28.485318,1
2012-01-15,16.333333333333332,0.0,27.680647999999998,0
2012-01-16,18.72222222222222,100.0,27.680647999999998,1
2012-01-17,19.61111111111111,0.0,20.599552000000003,0
2012-01-18,21.611111111111114,0.0,24.1401,0
2012-01-19,22.22222222222222,0.0,25.105704,0
2012-01-20,20.72222222222222,100.0,33.79614,1
2012-01-21,20.166666666666668,100.0,29.933724,1
2012-01-22,18.277777777777782,100.0,27.680647999999998,1
2012-01-23,17.61111111111111,0.0,31.38213,0
2012-01-24,18.388888888888886,100.0,25.910374,1
2012-01-25,19.66666666666667,0.0,19.794882,0
2012-01-26,21.055555555555557,100.0,27.680647999999998,1
2012-01-27,19.88888888888889,0.0,31.38213,0
2012-01-28,21.166666666666664,0.0,18.346476,0
2012-01-29,21.944444444444443,0.0,29.450922000000002,0
2012-01-30,22.333333333333332,100.0,42.486576,1
2012-01-31,19.944444444444446,0.0,28.324384000000002,0
2012-02-01,15.277777777777779,0.0,24.1401,0
2012-02-02,14.11111111111111,100.0,14.805927999999998,1
2012-02-03,15.166666666666666,100.0,14.48406,1
2012-02-04,19.61111111111111,0.0,22.852628,0
2012-02-05,21.38888888888889,100.0,29.77279,1
2012-02-06,19.499999999999996,0.0,29.450922000000002,0
2012-02-07,16.72222222222222,0.0,21.404222,0
2012-02-08,17.444444444444443,0.0,24.1401,0
2012-02-09,17.22222222222222,100.0,20.599552000000003,1
2012-02-10,17.166666666666668,100.0,20.599552000000003,1
2012-02-11,14.88888888888889,100.0,23.013562,1
2012-02-12,17.22222222222222,100.0,27.680647999999998,1
2012-02-13,16.833333333333332,100.0,31.703998,1
2012-02-14,18.388888888888886,100.0,24.1401,1
2012-02-15,18.22222222222222,100.0,13.035654,1
2012-02-16,18.555555555555557,100.0,22.369826,1
2012-02-17,17.5,100.0,33.635206,1
2012-02-18,17.944444444444443,100.0,28.807185999999998,1
2012-02-19,19.88888888888889,100.0,24.1401,1
2012-02-20,17.944444444444443,100.0,22.369826,1
2012-02-21,17.666666666666668,100.0,25.105704,1
2012-02-22,16.944444444444443,100.0,21.243288,1
2012-02-23,18.88888888888889,0.0,22.369826,0
2012-02-24,21.444444444444443,0.0,13.035654,0
2012-02-25,20.833333333333332,0.0,14.805927999999998,0
2012-02-26,20.055555555555554,100.0,23.174496,1
2012-02-27,19.88888888888889,100.0,26.232242,1
2012-02-28,19.72222222222222,100.0,24.1401,1
2012-02-29,17.11111111111111,100.0,24.1401,1
2012-03-01,16.166666666666668,100.0,34.439876,1
2012-03-02,14.444444444444445,100.0,25.910374,1
2012-03-03,14.166666666666666,100.0,24.1401,1
2012-03-04,17.83333333333333,100.0,32.1868,1
2012-03-05,17.055555555555557,0.0,29.450922000000002,0
2012-03-06,16.22222222222222,100.0,17.70274,1
2012-03-07,12.5,100.0,40.716302,1
2012-03-08,14.000000000000002,100.0,36.853885999999996,1
2012-03-09,16.166666666666668,100.0,29.450922000000002,1
2012-03-10,16.22222222222222,100.0,24.1401,1
2012-03-11,17.444444444444443,0.0,21.565156,0
2012-03-12,17.055555555555557,0.0,22.208892000000002,0
2012-03-13,18.61111111111111,0.0,16.576202000000002,0
2012-03-14,19.333333333333332,0.0,20.599552000000003,0
2012-03-15,19.72222222222222,0.0,18.346476,0
2012-03-16,18.555555555555557,100.0,31.38213,1
2012-03-17,17.77777777777778,100.0,31.38213,1
2012-03-18,14.88888888888889,0.0,24.1401,0
2012-03-19,14.5,100.0,25.910374,1
2012-03-20,16.0,0.0,13.035654,0
2012-03-21,16.555555555555557,0.0,27.680647999999998,0
2012-03-22,14.833333333333334,0.0,18.346476,0
2012-03-23,12.666666666666664,0.0,38.946028,0
2012-03-24,12.055555555555557,0.0,30.255592,0
2012-03-25,11.38888888888889,0.0,13.035654,0
2012-03-26,14.944444444444445,0.0,16.576202000000002,0
2012-03-27,14.5,100.0,16.576202000000002,1
2012-03-28,14.722222222222221,100.0,16.576202000000002,1
2012-03-29,14.222222222222221,0.0,13.035654,0
2012-03-30,14.61111111111111,0.0,13.035654,0
2012-03-31,15.5,0.0,19.633948,0
2012-04-01,15.055555555555555,100.0,29.450922000000002,1
2012-04-02,15.055555555555555,100.0,24.1401,1
2012-04-03,16.166666666666668,0.0,22.369826,0
2012-04-04,18.166666666666668,0.0,18.346476,0
2012-04-05,18.22222222222222,100.0,15.610598,1
2012-04-06,18.444444444444443,0.0,24.1401,0
2012-04-07,16.61111111111111,0.0,27.680647999999998,0
2012-04-08,14.055555555555554,0.0,27.680647999999998,0
2012-04-09,9.833333333333336,100.0,33.474272,1
2012-04-10,7.777777777777778,100.0,38.946028,1
2012-04-11,9.38888888888889,0.0,20.599552000000003,0
2012-04-12,9.38888888888889,0.0,13.035654,0
2012-04-13,10.833333333333334,0.0,14.805927999999998,0
2012-04-14,10.222222222222221,0.0,19.31208,0
2012-04-15,13.0,0.0,13.035654,0
2012-04-16,13.444444444444446,0.0,16.576202000000002,0
2012-04-17,13.166666666666668,100.0,31.38213,1
2012-04-18,15.666666666666666,100.0,25.910374,1
2012-04-19,17.166666666666668,100.0,19.794882,1
2012-04-20,15.222222222222221,100.0,16.576202000000002,1
2012-04-21,15.555555555555555,100.0,14.805927999999998,1
2012-04-22,13.222222222222221,100.0,20.599552000000003,1
2012-04-23,11.833333333333332,100.0,27.680647999999998,1
2012-04-24,9.38888888888889,100.0,30.416525999999998,1
2012-04-25,8.944444444444445,100.0,37.497622,1
2012-04-26,9.38888888888889,0.0,13.035654,0
2012-04-27,9.38888888888889,100.0,12.713786,1
2012-04-28,11.500000000000002,0.0,27.680647999999998,0
2012-04-29,9.666666666666666,0.0,18.346476,0
2012-04-30,7.3888888888888875,0.0,9.334171999999999,0
2012-05-01,8.722222222222223,0.0,20.599552000000003,0
2012-05-02,8.555555555555555,100.0,13.035654,1
2012-05-03,9.555555555555557,100.0,29.450922000000002,1
2012-05-04,5.555555555555555,0.0,18.346476,0
2012-05-05,7.11111111111111,100.0,14.805927999999998,1
2012-05-06,5.833333333333333,100.0,29.450922000000002,1
2012-05-07,5.0,0.0,9.334171999999999,0
2012-05-08,7.3888888888888875,0.0,25.910374,0
2012-05-09,9.666666666666666,0.0,22.369826,0
2012-05-10,11.38888888888889,0.0,26.071308,0
2012-05-11,13.722222222222223,100.0,28.807185999999998,1
2012-05-12,8.277777777777779,100.0,29.450922000000002,1
2012-05-13,6.7777777777777795,0.0,33.635206,0
2012-05-14,4.2777777777777795,0.0,27.680647999999998,0
2012-05-15,4.944444444444444,0.0,16.0934,0
2012-05-16,5.333333333333334,0.0,9.334171999999999,0
2012-05-17,5.833333333333333,0.0,11.104446000000001,0
2012-05-18,5.1111111111111125,0.0,18.346476,0
2012-05-19,5.055555555555556,100.0,16.576202000000002,1
2012-05-20,6.611111111111111,0.0,13.035654,0
2012-05-21,8.0,0.0,25.910374,0
2012-05-22,5.222222222222221,0.0,33.474272,0
2012-05-23,7.166666666666667,0.0,33.474272,0
2012-05-24,6.888888888888888,100.0,20.599552000000003,1
2012-05-25,7.944444444444443,100.0,42.486576,1
2012-05-26,7.166666666666667,0.0,32.508668,0
2012-05-27,6.111111111111111,100.0,16.415267999999998,1
2012-05-28,5.499999999999999,100.0,20.599552000000003,1
2012-05-29,5.0,0.0,9.334171999999999,0
2012-05-30,5.222222222222221,100.0,13.840323999999999,1
2012-05-31,7.555555555555555,0.0,13.035654,0
2012-06-01,6.166666666666668,0.0,9.334171999999999,0
2012-06-02,8.38888888888889,100.0,9.334171999999999,1
2012-06-03,9.555555555555557,100.0,16.576202000000002,1
2012-06-04,6.333333333333332,100.0,33.474272,1
